POL
3
0,0.0
1,0.5830903790087464
2,1.4577259475218656
3,2.0408163265306127
4,2.915451895043731
5,5.247813411078718
6,10.20408163265306
7,14.285714285714286
8,18.95043731778426
9,30.029154518950442
10,40.524781341107875
11,49.56268221574344
12,59.76676384839651
13,66.4723032069971
14,81.63265306122447
15,81.63265306122447
16,90.0874635568513
17,90.0874635568513
18,90.0874635568513
19,90.0874635568513
20,90.0874635568513
21,99.12536443148689
22,99.12536443148689
23,99.12536443148689
24,99.12536443148689
25,99.12536443148689
26,99.12536443148689
27,99.12536443148689
28,99.12536443148689
29,99.12536443148689
30,99.12536443148689
31,99.12536443148689
32,99.12536443148689
