abc
bca
cab

abc
cab
bca

acb
bac
cba

bac
acb
cba

acegikbdfhj
kbdfhjacegi
jacegikbdfh
ikbdfhjaceg
hjacegikbdf
gikbdfhjace
fhjacegikbd
egikbdfhjac
dfhjacegikb
cegikbdfhja
bdfhjacegik

adgjbehkcfi
jbehkcfiadg
hkcfiadgjbe
fiadgjbehkc
dgjbehkcfia
behkcfiadgj
kcfiadgjbeh
iadgjbehkcf
gjbehkcfiad
ehkcfiadgjb
cfiadgjbehk

beiafjcgkdh
iafjcgkdhbe
fjcgkdhbeia
cgkdhbeiafj
kdhbeiafjcg
hbeiafjcgkd
eiafjcgkdhb
afjcgkdhbei
jcgkdhbeiaf
gkdhbeiafjc
dhbeiafjcgk

abcdefghi
bcdefghia
cabfdeigh
dhfgbiaec
efahidbcg
fghiabcde
geiahcdbf
higbcaefd
idecghfab

abcdefghi
hfabidecg
ghiabcdef
ecghfabid
fdeighcab
cabfdeigh
ighcabfde
defghiabc
bidecghfa

abcdefghi
iaecdhfgb
defghiabc
cdhfgbiae
higbcaefd
bcaefdhig
efdhigbca
ghiabcdef
fgbiaecdh

abcdefghi
gefahidbc
fdeighcab
igbcaefdh
cahfdbige
dhigbcaef
biaecdhfg
efdhigbca
hcgbfaeid

abcdefghi
fghiabcde
bidecghfa
geiahcdbf
dcbgfeaih
hdfbgieac
chgfbaied
iaecdhfgb
efahidbcg

abcdefghi
eighcabfd
hfabidecg
faeidhcgb
bgieachdf
iedchgfba
dcbgfeaih
cdhfgbiae
ghfabidec

abcdefghi
dhigbcaef
ecghfabid
biaecdhfg
iedchgfba
gfeaihdcb
hdfbgieac
fgbiaecdh
cahfdbige
